,流水號,授課對象,課號,班次,課程名稱查看課程大綱，請點選課程名稱,簡介影片,學分,課程識別碼,全/半年,必/選修,授課教師,加選方式,時間教室,總人數,選課限制條件,備註,課程網頁,本學期我預計要選的課程
14622,51342,領導學程,LibEdu1106,,職場倫理與職場精神,,3,H01 10800,半年,選修,洪英正,3,"一7,8,9(博雅302)",50,本校修課人數上限：50人,開放60名開學後加簽。第一週務必出席。開放台藝大、國北教大學生各6名。領導學程認列選修。,,
14623,60811,,LibEdu1107,,辯論平等：平等保護是否與自由衝突,,2,H01 10900,半年,,楊雅雯,3,"五3,4(普302)",50,本校修課人數上限：50人,A45:哲學與道德思考、公民意識與社會分析,,
14624,75679,共教組,GenEdu1000,1,新生專題,,2,H02 10100,半年,選修,顧記華,3,"三A,B(大1女A)",25,"限學士班一年級,本校修課人數上限：25人",主題：我怎麼看我自己。第一堂課未到視同放棄。,,
14625,76662,共教組,GenEdu1000,2,新生專題,,2,H02 10100,半年,選修,楊申語,2,"二A,B(大1女A)",25,"限學士班一年級,本校修課人數上限：25人",主題：活出生命的光彩。第一堂課未到視同放棄。,,
14626,44131,共教組,GenEdu1000,3,新生專題,,2,H02 10100,半年,選修,鄭秋萍,2,"一A,B(生科3A)",20,"限學士班一年級,本校修課人數上限：20人",主題：創造自己的「∞」與「!」.第一堂未到視同放棄.教室：生命科學館3A教室.,,
14627,51432,共教組,GenEdu1000,4,新生專題,,2,H02E10100,半年,選修,曹順成,3,"一A,B(大1女A)",10,"限學士班一年級 且 限國際學生,本校修課人數上限：10人","本課程以英語授課。主題：來去臺大.初選只開放外籍生選修.另保留5個名額給本籍生於第二堂課加選,不加簽前兩週缺席者.本課程英文化程度說明",,
14628,69889,共教組,GenEdu1000,5,新生專題,,2,H02E10100,半年,選修,丁照棣,2,"四A,B(大1女A)",15,"限學士班一年級 且 限僑生、國際學生,本校修課人數上限：15人",本課程以英語授課。主題：百年台大。本課程以英語授課。第一堂課未到視同放棄。保留5個名額供本籍生第一堂加選。本課程英文化程度說明,,
14629,16604,共教組,GenEdu1000,6,新生專題,,2,H02 10100,半年,選修,石美倫,3,"四5,6(博雅406)",25,"限學士班一年級,本校修課人數上限：25人",主題：行旅、閱讀、人生。第一堂課未到視同放棄。博雅未來教室406。,,
14630,86017,共教組,GenEdu1000,7,新生專題,,2,H02 10100,半年,選修,陳敏慧,2,"四A,B(普301)",25,"限學士班一年級,本校修課人數上限：25人",主題：追尋夢想使夢想成真。,,
14631,32897,共教組,GenEdu1000,8,新生專題,,2,H02 10100,半年,選修,張皓媛,2,"三6,7(請洽系所辦)",20,"限學士班一年級,本校修課人數上限：20人",主題：這輩子，你想做什麼？訂做一個夢想中的自己。第一堂課未到視同放棄。臺大醫學館B1小班教室,,
14632,33532,共教組,GenEdu1000,9,新生專題,,2,H02 10100,半年,選修,張俊哲,2,"二A,B(普301)",35,"限學士班一年級,本校修課人數上限：35人",主題：迫切的危機。第一堂課未到視同放棄。,,
14633,16370,共教組,GenEdu1000,10,新生專題,,2,H02 10100,半年,選修,張孟基,2,"二A,B(普505)",25,"限學士班一年級,本校修課人數上限：25人",主題：遇見美好的未來。第一堂課未到視同放棄。,,
14634,71373,共教組,GenEdu1009,,中文學術寫作入門,,2,H02E10600,半年,選修,李冠穎,2,"四3,4(綜401)",15,本校修課人數上限：15人,本課程以英語授課。基本能力課程。第一堂課未到視同放棄。另保留5個名額第一節課發授權碼。。基本能力課程。本課程英文化程度說明,,
14635,44842,共教組,GenEdu2006,,新生講座-能力養成,,2,H02 20060,半年,選修,詹魁元,2,"二A,B,C(請洽系所辦)",250,"限學士班一年級,本校修課人數上限：250人",教室：博雅101。大二以上學生第一堂課發放授權碼。,,
14636,40825,共教組,GenEdu2009,,新生講座-活出精彩,,2,H02 20090,半年,選修,孫效智,2,"三8,9,10(博雅102)",120,本校修課人數上限：120人,第一堂課未到視同放棄。,,
14637,54375,,GenEdu5005,,C/C++程式設計,,3,H02 50020,半年,,張傑帆,2,"一5,6,7(綜501)",70,本校修課人數上限：70人,限非電資學院學生選修.。A6:量化分析與數學素養,,
14638,66254,,GenEdu5006,,Python 計算機程式設計,,3,H02 50030,半年,,張傑帆,2,"一8,9,10(綜501)",70,本校修課人數上限：70人,限非電資學院學生選修.。A6:量化分析與數學素養,,
14639,45939,,GenEdu5007,,前端程式設計,,3,H02 50040,半年,,陳琨,2,"三A,B,C,D(普505)",50,本校修課人數上限：50人,初選不開放。第一堂課會公告HW0，完成HW0的同學可拿加選授權碼。限非電資學院及資訊相關科系之學生選修。。A6:量化分析與數學素養,,
14640,25812,,GenEdu5008,,Java 計算機程式設計,,3,H02 50050,半年,,陳琨,2,"一A,B,C,D(普201)",50,本校修課人數上限：50人,初選不開放。第一堂課會公告HW0，完成HW0的同學可拿加選授權碼。限非電資學院及資訊相關科系之學生選修。。A6:量化分析與數學素養,,
14641,17895,,GenEdu5010,,程式設計與網路資料搜集,,3,H02 50070,半年,,魏聖倫,2,"一2,3,4(博雅301)",80,本校修課人數上限：80人,限非電資學院學生選修。需自備筆電。。A6:量化分析與數學素養,,
14642,69290,,GenEdu5011,,程式設計與資料分析,,3,H02 50080,半年,,郭耀仁,2,"五2,3,4(博雅302)",50(含開放臺大系統人數:2),本校修課人數上限：48人,限非電資學院學生選修。需自備筆電。。A6:量化分析與數學素養,,
14643,25477,,GenEdu5012,,用 Python與Excel 學習統計模型思維,,3,H02 50090,半年,,張佑成,2,"五7,8,9(新505)",50,本校修課人數上限：50人,限非電資學院學生選修。需自備筆電。。A6:量化分析與數學素養,,
14644,84158,統計碩士學位,IMPS7005,,碩士論文,,0,H41 M0010,半年,選修,,1,,20,本校修課人數上限：20人,本學程學生預計於本學期畢業者，請務必選修。,,
14645,47044,統計碩士學位,IMPS7006,,專題討論,,1,H41 M0020,半年,必修,鄭克聲,2,"二9,10(請洽系所辦)",30,"限本系所學生(含輔系、雙修生),本校修課人數上限：30人",統計學程必修課程。於博雅館409電腦教室上課。,,
14646,48445,運動健康管理,SPORT7999,,碩士論文,,0,H42 M0010,半年,必修,,1,,30,"限碩士班以上,本校修課人數上限：30人",(共同必修課程)於本學期預畢業同學，需選課。,,
14647,55452,運動健康管理,SPORT7411,,運動組織領導專題,,3,H42 M0310,半年,選修,連玉輝,3,"四6,7,8(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",運動管理組選修課程。與黃國恩合授,,
14648,36045,運動健康管理,SPORT7202,,運動產業專題研究(管理組),,3,H42 M0520,半年,必修,林怡秀,3,"四2,3,4(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",運動管理組必修課程。與康正男合授,,
14649,19730,運動健康管理,SPORT7302,,運動產業專題研究(健康組),,3,H42 M0620,半年,必修,蔡秀華,3,"三7,8,9(綜館R225)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",健康管理組必修課程。與簡坤鐘合授,,
14650,58434,運動健康管理,SPORT7406,,運動場館營建理論與實務,,3,H42 M0760,半年,選修,周宇輝,3,"五2,3,4(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",運動管理組選修課程。,,
14651,71901,運動健康管理,SPORT7407,,運動傳播與媒體,,3,H42 M0770,半年,選修,林怡秀,3,"二6,7,8(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",運動管理組選修課程。,,
14652,10008,運動健康管理,SPORT7408,,運動消費行為,,3,H42 M0780,半年,選修,林怡秀,3,"三2,3,4(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",運動管理組選修課程。,,
14653,16436,運動健康管理,SPORT7504,,銀髮族運動研究,,3,H42 M0840,半年,選修,,,"一7,8,9(綜館R204)",20,"限碩士班以上,本校修課人數上限：20人",健康管理組選修課程。,,
14654,64837,運動健康管理,SPORT7510,,增肌減脂實務研究,,3,H42 M0900,半年,選修,錢桂玉,3,"二2,3,4(綜館R204)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",健康管理組選修課程。,,
14655,35380,運動健康管理,SPORT7513,,運動與性別研究,,3,H42 M0930,半年,選修,曾郁嫻,3,"一7,8,9(綜館R225)",20(含開放臺大系統人數:6),"限碩士班以上,本校修課人數上限：14人",健康管理組選修課程。,,
14656,76570,農科基因體,ATGS7140,,植物工廠：理論與實踐,,3,H43 M7140,半年,選修,,,"一6,7,8(請洽系所辦)",15,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：15人",教室:綜合701。,,
14657,41134,農科基因體,ATGS7150,,進階植物分子生物學,,3,H43EM7150,半年,選修,謝旭亮,2,"四2,3,4(請洽系所辦)",15,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：15人",本課程以英語授課。教室:綜合701。與鄭秋萍、李金美合授本課程英文化程度說明,,
14658,84826,農科基因體,ATGS7160,,作物基因體育種,,3,H43EM7160,半年,選修,董致韡,2,"四6,7,8(請洽系所辦)",15,"限碩士班以上 且 限本系所學生(含輔系、雙修生),本校修課人數上限：15人",本課程以英語授課。教室:綜合701、農藝316。本課程英文化程度說明,,
14659,87927,農科基因體,ATGS7210,1,專題研究,,1,H43EM7210,半年,必修,鄭秋萍,2,,5,"限碩士班以上,本校修課人數上限：5人",本課程以英語授課。修課前請先徵求授課教師同意。本課程英文化程度說明,,
14660,64444,農科基因體,ATGS7210,2,專題研究,,1,H43EM7210,半年,必修,董致韡,2,,5,"限碩士班以上,本校修課人數上限：5人",本課程以英語授課。修課前請先徵求授課教師同意。本課程英文化程度說明,,
14661,59153,農科基因體,ATGS7210,3,專題研究,,1,H43EM7210,半年,必修,周崇熙,2,,5,"限碩士班以上,本校修課人數上限：5人",本課程以英語授課。修課前請先徵求授課教師同意。本課程英文化程度說明,,
14662,26678,教育學程,EduTch3002,,教育實踐課程（一）中學服務,,2,P01 00340,半年,選修,符碧真,3,"五6,7(請洽系所辦)",25,本校修課人數上限：25人,限教程修習，實踐課程，108新制課程，不列入舊制26學分，上課教室新聞所207。,,
14663,78182,教育學程,EduTch3003,,教育實踐課程（二）中學服務,,2,P01 00350,半年,選修,徐式寬,2,"四6,7(請洽系所辦)",25,本校修課人數上限：25人,限教程修習，實踐課程，108新制課程，不列入舊制26學分，上課教室新聞所207。,,
14664,71362,教育學程,EduTch3004,,教育實踐課程（三）教育服務隊（上）,,2,P01 00360,半年,選修,王秀槐,2,"六1,2(請洽系所辦)",25,本校修課人數上限：25人,初選不開放。需參加史懷哲營隊後領取授權碼選課，108新制課程，不開放電腦選課。上課教室新聞所302。,,
14665,40993,教育學程,EduTch3006,,教育實踐課程（四）國際交流,,2,P01 00380,半年,選修,符碧真,2,"五10,A(請洽系所辦)",25,本校修課人數上限：25人,初選不開放。需通過國外教育見習徵選後領取授權碼，不開放電腦選課。,,
14666,68675,教育學程,EduTch5102,,教育心理學,,2,P01 U0020,半年,必修,徐式寬,3,"二8,9(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育基礎課程，詳見選課注意事項。上課地點：新聞所203。,,
14667,42491,教育學程,EduTch5201,,輔導原理與實務,,2,P01 U0070,半年,必修,王秀槐,2,"一8,9(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地點：新聞所302。,,
14668,23180,教育學程,EduTch5103,,教育社會學,,2,P01 U0080,半年,必修,符碧真,3,"三8,9(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育基礎課程，詳見選課注意事項。上課地點：新聞所207。,,
14669,20598,教育學程,EduTch5202,,班級經營,,2,P01 U0090,半年,必修,洪承宇,3,"二6,7(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地點：新聞所203。,,
14670,79853,教育學程,EduTch5104,,教育哲學,,2,P01 U0110,半年,必修,許育萍,3,"四3,4(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，基礎教育課程，詳見選課注意事項。上課地點：新聞所203。,,
14671,95061,教育學程,EduTch5104,2,教育哲學,,2,P01 U0110,半年,必修,許育萍,2,"二3,4(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，基礎教育課程，詳見選課注意事項。上課地點：新聞所203,,
14672,28131,教育學程,EduTch5203,,教學原理,,2,P01 U0120,半年,必修,許育萍,3,"三3,4(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地點：新聞所203。,,
14673,21227,教育學程,EduTch5207,1,教學媒體與運用,,2,P01 U0170,半年,選修,徐式寬,2,"三6,7(請洽系所辦)",22,"本課有先修科目規定,本校修課人數上限：22人",非教育學程學生可修-限7人，教育方法課程，總人數限22人。上課地點：新聞所105。,,
14674,81976,教育學程,EduTch5207,2,教學媒體與運用,,2,P01 U0170,半年,選修,徐式寬,2,"四1,2(請洽系所辦)",22,"本課有先修科目規定,本校修課人數上限：22人",非教育學程學生可修-限7人，教育方法課程，總人數限22人。上課地點：新聞所105。,,
14675,73116,教育學程,EduTch5208,1,學習評量,,2,P01 U0180,半年,必修,岳修平,3,"三8,9(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地點：新聞所203。,,
14676,22544,教育學程,EduTch5449,,第二外國語教材教法,,2,P01 U1600,半年,必修,,,"二3,4(博雅304)",10,本校修課人數上限：10人,限教育學程學生修習，本課程有先修規定，已繳交日文證明方可修習。不,,
14677,87232,教育學程,EduTch5206,1,課程發展與設計,,2,P01 U2240,半年,必修,王秀槐,3,"二3,4(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地點：新聞所302。,,
14678,36116,教育學程,EduTch5206,2,課程發展與設計,,2,P01 U2240,半年,選修,王秀槐,,"二8,9(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，教育方法課程，詳見選課注意事項。上課地,,
14679,57388,教育學程,EduTch5318,,特殊教育概論,,2,P01 U2290,半年,選修,許育萍,3,"三6,7(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人，詳見選課注意事項。上課地點：新聞所203。,,
14680,49372,教育學程,EduTch5330,1,教育議題專題,,2,P01 U2450,半年,選修,洪承宇,3,"一6,7(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人。103(含)以後進教程學生必選。詳見選課注意事項。教室：新聞所203,,
14681,59292,教育學程,EduTch5330,2,教育議題專題,,2,P01 U2450,半年,選修,洪承宇,3,"三3,4(請洽系所辦)",40,本校修課人數上限：40人,非教育學程學生可修-限7人。103(含)以後進教程學生必選。詳見選課注意事項。教室：新聞所209,,
14682,30519,教育學程,EduTch5334,,補救教學,,2,P01 U2490,半年,選修,洪承宇,2,"三8,9(請洽系所辦)",18,"本課有先修科目規定,本校修課人數上限：18人",初選不開放。限教育學程學生修習。詳見選課注意事項。上課地點：新聞所209。,,
14683,26524,教育學程,EduTch5338,,心理及教育統計學下,,1,P01 U2522,全年,選修,,,"五2,3,4(請洽系所辦)",10,本校修課人數上限：10人,"非教程可修-限7人,詳見選課注意事項。上課地點：五234心理系北館視聽",,
14684,73304,教育學程,EduTch5559,,物理科/自然領域教學實習,,2,P01 U4400,半年,必修,傅昭銘,3,"四1,2(請洽系所辦)",7,"本課有先修科目規定,本校修課人數上限：7人",實習課程。限教育學程學生修習，本課程有先修科目。上課地點：新聞所209。,,
14685,54984,教育學程,EduTch5560,,化學科/自然領域教學實習,,2,P01 U4410,半年,必修,佘瑞琳,3,"二1,2(博雅310)",10,"本課有先修科目規定,本校修課人數上限：10人",實習課程。限教育學程學生修習，本課程有先修科目。與林萬寅合授,,
14686,61525,教育學程,EduTch5561,,地球科學/領域教學實習,,2,P01 U4420,半年,必修,,,"四7,8(請洽系所辦)",10,本校修課人數上限：10人,限教育學程學生修習，本課程有先修科目。上課地點：新聞所209。,,
14687,46492,教育學程,EduTch5562,,生物科/自然領域教學實習,,2,P01 U4430,半年,必修,董桂書,3,"五A,B(請洽系所辦)",6,"本課有先修科目規定,本校修課人數上限：6人",實習課程。限教育學程學生修習，本課程有先修科目。上課地點：生科館4C教室。,,
14688,51861,教育學程,EduTch5563,,歷史科/社會領域教學實習,,2,P01 U4440,半年,必修,柯景棋,3,"一A,B(普203)",10,"本課有先修科目規定,本校修課人數上限：10人",實習課程。限教育學程學生修習，本課程有先修科目。請修課同學保留周一下午空堂，以備入班觀摩及試教。,,
14689,77936,教育學程,EduTch5564,,地理科/社會領域教學實習,,2,P01 U4450,半年,必修,賴進貴,3,"一3,4(請洽系所辦)",10,"本課有先修科目規定,本校修課人數上限：10人",實習課程。限教育學程學生修習，本課程有先修科目。上課地點在請與任課教師聯繫。與黃誌川合授,,
14690,22178,教育學程,EduTch5566,,表演戲劇/領域教學實習,,2,P01 U4470,半年,必修,朱靜美,3,"一6,7(請洽系所辦)",5,"本課有先修科目規定,本校修課人數上限：5人",限教育學程學生修習，本課程有先修科目，上課教室:總1館114R。,,
14691,53489,教育學程,EduTch5570,,土木與建築群教學實習,,2,P01 U4510,半年,必修,,,"三7,8(請洽系所辦)",5,本校修課人數上限：5人,限教育學程。(課程含土木與建築群、機械群、電機電子群，校外實習)。,,
14692,69359,教育學程,EduTch5571,,機械群教學實習,,2,P01 U4520,半年,必修,葉仲基,3,"三7,8(請洽系所辦)",5,"本課有先修科目規定,本校修課人數上限：5人",實習課程。限教育學程。(課程含土木與建築群、機械群、電機電子群，校外實習)。上課教室：新聞所302。,,
14693,43721,教育學程,EduTch5572,,電機電子群教學實習,,2,P01 U4530,半年,必修,,,"三7,8(請洽系所辦)",5,本校修課人數上限：5人,限教育學程。(課程含土木與建築群、機械群、電機電子群，校外實習)。,,
14694,24522,教育學程,EduTch5574,,農業群教學實習,,2,P01 U4550,半年,必修,黃文達,3,"四3,4(請洽系所辦)",15,"本課有先修科目規定,本校修課人數上限：15人",實習課程。限教育學程學生修習，本課程有先修科目，上課地點：農藝館304。,,
14695,33665,教育學程,EduTch5576,,中等學校-公民與社會科教學實習,,2,P01 U4570,半年,必修,徐婕,3,"四1,2(請洽系所辦)",10,"本課有先修科目規定,本校修課人數上限：10人",實習課程。限教育學程學生修習，本課程有先修科目。上課教室207。,,
14696,27562,教育學程,EduTch5577,,國文/語文領域教學實習,,2,P01 U4580,半年,必修,侯潔之,3,"一1,2(博雅203)",15,"本課有先修科目規定,本校修課人數上限：15人",實習課程。限教育學程學生修習，本課程有先修科目。,,
14697,58445,教育學程,EduTch5579,,數學/領域教學實習,,2,P01 U4600,半年,必修,張鎮華,3,"四6,7(天數430)",12,"本課有先修科目規定,本校修課人數上限：12人",實習課程。限教育學程學生修習，本課程有先修科目。上課教室：天數430。,,
14698,39892,教育學程,EduTch5004,1,英語文/領域教學實習,,2,P01 U4610,半年,必修,黃鈺婷,3,"三8,9(綜602)",7,"本課有先修科目規定,本校修課人數上限：7人",實習課程。限教育學程學生修習，本課程有先修科目。,,
14699,27029,教育學程,EduTch5642,,教育實習(國文/語文領域),,0,P01 U9410,半年,必修,吳靜宜,2,,1,本校修課人數上限：1人,實習課程。初選不開放。不開放電腦選課。,,
14700,32182,教育學程,EduTch5643,,教育實習(英語文/領域),,0,P01 U9420,半年,必修,廖彥棻,2,,2,本校修課人數上限：2人,實習課程。初選不開放。不開放電腦選課。,,
14701,13310,教育學程,EduTch5690,,教育實習輔導,,0,P01 U9900,半年,必修,,,,9,本校修課人數上限：9人,不開放電腦選課。,,
14702,36429,婦女性別學程,Prog5732,,婦女與性別研究導論,,3,P03 U0010,半年,必修,曾郁嫻,2,"三7,8,9(普204)",80(含開放臺大系統人數:10),本校修課人數上限：70人,以婦女與性別研究學程的學生優先。,,
14703,53612,婦女性別學程,Prog5210,,獨立研究,,3,P03 U0040,半年,選修,,,,5,本校修課人數上限：5人,修課前請與開課教師聯繫。,,
14704,26093,獸醫系,Prog3014,1,生物化學實驗,,2,P05 30020,半年,必帶,張世宗,2,"二6,7,8,9,10(思亮502)",40,"限本系所學生(含輔系、雙修生) 且 限學號單號,本校修課人數上限：40人",初選不開放。請務必閱讀課程大綱，欲加選或換班者請於1/21前填寫線上表單bit.ly/3pKENdF。與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14705,89048,動科系,Prog3014,2,生物化學實驗,,2,P05 30020,半年,必帶,張世宗,2,"三6,7,8,9,10(思亮502)",40,本校修課人數上限：40人,初選不開放。請務必閱讀課程大綱，欲加選或換班者請於1/21日前填寫線上表單bit.ly/3pKENdF。與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14706,26445,獸醫系,Prog3014,3,生物化學實驗,,2,P05 30020,半年,必帶,張世宗,2,"四6,7,8,9,10(思亮502)",40,"限本系所學生(含輔系、雙修生) 且 限學號雙號,本校修課人數上限：40人",初選不開放。請務必閱讀課程大綱，欲加選或換班者請於1/21前填寫線上表單bit.ly/3pKENdF。與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14707,55456,植微系,Prog3014,4,生物化學實驗,,2,P05 30020,半年,必帶,張世宗,2,"五6,7,8,9,10(思亮502)",40,本校修課人數上限：40人,初選不開放。務必閱讀課程大綱，加選或換班者請於2021/1/21前填寫線上表單bit.ly/3pKENdF。與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14708,58500,生技學程,Prog8002,1,生物化學實驗教學實習,,2,P05 D0050,半年,選修,張世宗,2,,20,本校修課人數上限：20人,初選不開放。上課教室：思亮館502與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14709,48212,生技學程,Prog8002,2,生物化學實驗教學實習,,2,P05 D0050,半年,選修,張世宗,2,,20,本校修課人數上限：20人,初選不開放。上課教室：思亮館502與徐駿森、廖憶純、林翰佳、陳何佳幸、何文雄合授,,
14710,48330,生技學程,Prog5193,,生物技術核心實驗教學實習,,2,P05 U0060,半年,選修,杜宜殷,2,,20,本校修課人數上限：20人,初選不開放。,,
14711,72589,生技學程,Prog5145,,分子生物學,,4,P05 U2010,半年,選修,靳宗洛,3,"三3,4(共406)五3,4(共406)",41,本校修課人數上限：41人,"本課程中文授課,使用英文教科書。與杜宜殷、朱雪萍、蔡皇龍合授",,
14712,72589,幹細胞學程,Prog5145,,分子生物學,,4,P05 U2010,半年,選修,靳宗洛,3,"三3,4(共406)五3,4(共406)",41,本校修課人數上限：41人,"本課程中文授課,使用英文教科書。與杜宜殷、朱雪萍、蔡皇龍合授",,
14713,29101,生技學程,Prog5074,1,生物技術核心實驗,,4,P05 U2020,半年,選修,杜宜殷,2,"二2,3,4,5,6,7,8,9(生技館213)",40,本校修課人數上限：40人,初選不開放。需於1/18-1/28上網登記(網址詳課程大綱)或開學第1週到教室加選。需繳學分費。與朱家瑩、吳承合授,,
14714,29101,生技系,Prog5074,1,生物技術核心實驗,,4,P05 U2020,半年,必修,杜宜殷,2,"二2,3,4,5,6,7,8,9(生技館213)",40,本校修課人數上限：40人,初選不開放。上課時間每週二2-10節。需於1/13-1/22上網登記(網址詳見課程大綱)。需繳學分費。與朱家瑩、吳承合授,,
14715,74442,生技學程,Prog5074,2,生物技術核心實驗,,4,P05 U2020,半年,選修,林乃君,2,"四2,3,4,5,6,7,8,9(請洽系所辦)",40,本校修課人數上限：40人,初選不開放。生科館3C教室。需於1/18-1/28上網登記(詳課程大綱)或開學第1週到教室加選。需繳學分費。與楊啟伸、陳俊任合授,,
14716,74442,生技系,Prog5074,2,生物技術核心實驗,,4,P05 U2020,半年,必修,林乃君,2,"四2,3,4,5,6,7,8,9(請洽系所辦)",40,本校修課人數上限：40人,初選不開放。每週四2-10節上課。生科館3C教室。需於1/13-1/22上網登記(詳課程大綱)。需繳學分費。與楊啟伸、陳俊任合授,,
14717,10788,分子醫藥學程,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,選修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。上課教室：生化N101。 建議先修生物化學相關課程。 與張文章合授",,
14718,10788,自動化學程,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,選修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。上課教室：生化N101。 建議先修生物化學相關課程。與張文章合授",,
14719,10788,生技學程,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,選修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。上課教室：生化N101。 建議先修生物化學相關課程。與張文章合授",,
14720,10788,生化科學所,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,選修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。上課教室：生化N101。 建議先修生物化學相關課程。與張文章合授",,
14721,10788,生技系,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,選修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。上課教室：生化N101。建議先修生物化學相關課程。與張文章合授",,
14722,10788,生技所,Prog5085,,蛋白質結構與功能,,2,P05 U3230,半年,必修,徐駿森,2,"四8,9(請洽系所辦)",40,本校修課人數上限：40人,"本課程中文授課,使用英文教科書。碩士班A群組必修10學分課程之一。上課教室：生化N101。建議先修生物化學相關課程。與張文章合授",,
14723,39848,生技學程,Prog5247,,生物反應器實務,,1,P05 U3880,半年,選修,張世宗,2,"第10,11 週一1,2(請洽系所辦) 二1,2(請洽系所辦) 三1,2(請洽系所辦) 四1,2(請洽系所辦) 五1,2(請洽系所辦)",8,本校修課人數上限：8人,初選不開放。密集課程。,,
14724,60766,台大遠距教學,Prog5171,,生物分子交互作用之網絡,,2,P05EU4120,半年,選修,陳示國,1,"五2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。與日本京都大學遠距教學。限學士班三年級以上。與張俊哲、沈湯龍、朱家瑩、林盈仲、黃楓婷合授本課程英文化程度說明,,
14725,60766,國際學程,Prog5171,,生物分子交互作用之網絡,,2,P05EU4120,半年,必修,陳示國,1,"五2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。上課時間：9:30~11:30。限學士班三年級以上。與張俊哲、沈湯龍、朱家瑩、林盈仲、黃楓婷合授本課程英文化程度說明,,
14726,60766,幹細胞學程,Prog5171,,生物分子交互作用之網絡,,2,P05EU4120,半年,選修,陳示國,1,"五2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。與日本京都大學遠距教學。限學士班三年級以上。與張俊哲、沈湯龍、朱家瑩、林盈仲、黃楓婷合授本課程英文化程度說明,,
14727,60766,生技學程,Prog5171,,生物分子交互作用之網絡,,2,P05EU4120,半年,選修,陳示國,1,"五2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。與日本京都大學遠距教學。限學士班三年級以上。與張俊哲、沈湯龍、朱家瑩、林盈仲、黃楓婷合授本課程英文化程度說明,,
14728,60766,基蛋所,Prog5171,,生物分子交互作用之網絡,,2,P05EU4120,半年,選修,陳示國,1,"五2,3(計資106)",60,本校修課人數上限：60人,本課程以英語授課。上課時間：9:30~11:30。限學士班三年級以上。與張俊哲、沈湯龍、朱家瑩、林盈仲、黃楓婷合授本課程英文化程度說明,,
